studentNumber,password,name,statusId,roleId,birthDate,gender,address,departmentId,international,phoneNumber,grade
2000670,TempPass123!,Student2000670,1,1,2020-03-01,M,전라북도 진안군 정천면 진안로 15,1,False,107554545,4
2000563,TempPass123!,Student2000563,1,1,2020-03-01,M,전라북도 김제시 검산동 3길 5,2,False,101515099,4
2000774,TempPass123!,Student2000774,1,1,2020-03-01,M,충청남도 계룡시 엄사면 충청대로 33,3,False,102531877,4
2000118,TempPass123!,Student2000118,1,1,2020-03-01,M,서울특별시 종로구 세종로 1,4,False,104453174,4
2000423,TempPass123!,Student2000423,1,1,2020-03-01,M,충청남도 부여군 부여읍 관북리 45,5,False,108377758,4
2000651,TempPass123!,Student2000651,1,1,2020-03-01,M,전라북도 서천군 마량면 해양로 7,6,False,107941601,4
2000298,TempPass123!,Student2000298,1,1,2020-03-01,M,충청남도 청양군 청양읍 청양로 9,7,False,107154842,4
2000252,TempPass123!,Student2000252,1,1,2020-03-01,M,광주광역시 북구 효천로 101,8,False,102642909,4
2000747,TempPass123!,Student2000747,1,1,2020-03-01,M,전라북도 군산시 대학로 120,9,False,101921322,4
2000632,TempPass123!,Student2000632,1,1,2020-03-01,M,전라북도 서천군 마량면 해양로 7,10,False,103209959,4
2000321,TempPass123!,Student2000321,1,1,2020-03-01,M,전라북도 완주군 구천면 완주로 88,11,False,108656804,4
2000158,TempPass123!,Student2000158,1,1,2020-03-01,M,충청남도 계룡시 엄사면 충청대로 33,13,False,103696594,4
2000721,TempPass123!,Student2000721,1,1,2020-03-01,M,전라북도 정읍시 칠보면 정읍로 33,14,False,107564964,4
2000324,TempPass123!,Student2000324,1,1,2020-03-01,M,충청남도 금산군 금산읍 금산로 16,15,False,109784299,4
2000327,TempPass123!,Student2000327,1,1,2020-03-01,M,전라북도 진안군 정천면 진안로 15,16,False,108192323,4
2000171,TempPass123!,Student2000171,1,1,2020-03-01,M,전라북도 김제시 검산동 3길 5,17,False,103043703,4
2000498,TempPass123!,Student2000498,1,1,2020-03-01,M,충청남도 공주시 금성동 공주로 21,18,False,101483905,4
2000291,TempPass123!,Student2000291,1,1,2020-03-01,M,전라북도 완주군 구천면 완주로 88,19,False,103994562,4
2000149,TempPass123!,Student2000149,1,1,2020-03-01,M,전라북도 진안군 정천면 진안로 15,20,False,106473682,4
2000984,TempPass123!,Student2000984,1,1,2020-03-01,M,충청남도 청양군 청양읍 청양로 9,21,False,107557400,4
2000333,TempPass123!,Student2000333,1,1,2020-03-01,M,전라북도 군산시 대학로 120,22,False,106201901,4
2000282,TempPass123!,Student2000282,1,1,2020-03-01,M,전라북도 군산시 대학로 120,23,False,106753435,4
2000132,TempPass123!,Student2000132,1,1,2020-03-01,M,전라북도 무주군 무주읍 태권대로 18,24,False,104710037,4
2000822,TempPass123!,Student2000822,1,1,2020-03-01,M,전라북도 완주군 구천면 완주로 88,25,False,105493870,4
2000814,TempPass123!,Student2000814,1,1,2020-03-01,M,전라북도 장수군 장수읍 약수로 31,26,False,101209583,4
2000381,TempPass123!,Student2000381,1,1,2020-03-01,M,충청남도 금산군 금산읍 금산로 16,27,False,105845192,4
2000526,TempPass123!,Student2000526,1,1,2020-03-01,M,전라북도 남원시 금동로 5,28,False,109674664,4
2000228,TempPass123!,Student2000228,1,1,2020-03-01,M,대전광역시 유성구 대학로 99,29,False,106316784,4
2000614,TempPass123!,Student2000614,1,1,2020-03-01,M,충청남도 청양군 청양읍 청양로 9,31,False,106887665,4
2000695,TempPass123!,Student2000695,1,1,2020-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,32,False,105861743,4
2000450,TempPass123!,Student2000450,1,1,2020-03-01,M,전라북도 김제시 검산동 3길 5,33,False,107168647,4
2000213,TempPass123!,Student2000213,1,1,2020-03-01,M,전라북도 부안군 변산면 해수욕장길 12,34,False,109762561,4
2000157,TempPass123!,Student2000157,1,1,2020-03-01,M,부산광역시 해운대구 우동 1408,35,False,101389182,4
2000407,TempPass123!,Student2000407,1,1,2020-03-01,M,전라북도 정읍시 칠보면 정읍로 33,36,False,106517649,4
2000192,TempPass123!,Student2000192,1,1,2020-03-01,M,서울특별시 종로구 세종로 1,38,False,109756981,4
2000589,TempPass123!,Student2000589,1,1,2020-03-01,M,충청남도 청양군 청양읍 청양로 9,39,False,102327638,4
2000785,TempPass123!,Student2000785,1,1,2020-03-01,M,전라북도 순창군 순창읍 원리로 27,41,False,102486486,4
2000239,TempPass123!,Student2000239,1,1,2020-03-01,M,전라북도 남원시 금동로 5,42,False,105481747,4
