studentNumber,password,name,statusId,roleId,birthDate,gender,address,departmentId,international,phoneNumber,grade
2100055,TempPass123!,Student2100055,1,1,2021-03-01,F,전라북도 무주군 무주읍 태권대로 18,7,False,109800321,4
2100236,TempPass123!,Student2100236,1,1,2021-03-01,F,충청남도 계룡시 엄사면 충청대로 33,10,False,101897159,4
2100370,TempPass123!,Student2100370,1,1,2021-03-01,F,대구광역시 중구 동성로 5,22,False,103119799,4
2100439,TempPass123!,Student2100439,1,1,2021-03-01,F,전라북도 서천군 마량면 해양로 7,24,False,102719148,4
2100929,TempPass123!,Student2100929,1,1,2021-03-01,F,전라북도 부안군 변산면 해수욕장길 12,30,False,105289900,4
2100145,TempPass123!,Student2100145,1,1,2021-03-01,F,전라북도 부안군 변산면 해수욕장길 12,41,False,106232578,4
2100256,TempPass123!,Student2100256,1,1,2021-03-01,F,부산광역시 해운대구 우동 1408,46,False,102030610,4
2100455,TempPass123!,Student2100455,1,1,2021-03-01,F,전라북도 완주군 구천면 완주로 88,51,False,107875804,4
2100794,TempPass123!,Student2100794,1,1,2021-03-01,F,충청남도 부여군 부여읍 관북리 45,1,False,107500857,4
2100902,TempPass123!,Student2100902,1,1,2021-03-01,F,충청남도 금산군 금산읍 금산로 16,26,False,103010834,4
2100403,TempPass123!,Student2100403,1,1,2021-03-01,F,부산광역시 해운대구 우동 1408,33,False,106965131,4
2100412,TempPass123!,Student2100412,1,1,2021-03-01,F,전라북도 순창군 순창읍 원리로 27,1,False,102888054,4
2100173,TempPass123!,Student2100173,1,1,2021-03-01,F,전라북도 무주군 무주읍 태권대로 18,10,False,105801981,4
2100233,TempPass123!,Student2100233,1,1,2021-03-01,F,전라북도 익산시 금마면 조촌길 10,22,False,108190721,4
2100864,TempPass123!,Student2100864,1,1,2021-03-01,F,전라북도 진안군 정천면 진안로 15,30,False,103003717,4
2100136,TempPass123!,Student2100136,1,1,2021-03-01,F,충청남도 공주시 금성동 공주로 21,35,False,108261157,4
2100286,TempPass123!,Student2100286,1,1,2021-03-01,F,인천광역시 연수구 송도동,40,False,105285927,4
2100583,TempPass123!,Student2100583,1,1,2021-03-01,F,인천광역시 연수구 송도동,51,False,108050124,4
2100392,TempPass123!,Student2100392,1,1,2021-03-01,F,전라북도 임실군 성수면 임실로 22,7,False,107061012,4
2100744,TempPass123!,Student2100744,1,1,2021-03-01,F,전라북도 정읍시 칠보면 정읍로 33,11,False,106729563,4
2100218,TempPass123!,Student2100218,1,1,2021-03-01,F,대전광역시 유성구 대학로 99,19,False,105484226,4
