studentNumber,password,name,statusId,roleId,birthDate,gender,address,departmentId,international,phoneNumber,grade
2500780,TempPass123!,Student2500780,2,1,2025-03-01,F,전라북도 임실군 성수면 임실로 22,1,False,104067663,1
2500529,TempPass123!,Student2500529,2,1,2025-03-01,M,전라북도 부안군 변산면 해수욕장길 12,2,False,106303073,1
2500726,TempPass123!,Student2500726,2,1,2025-03-01,M,인천광역시 연수구 송도동,3,False,107442562,1
2500235,TempPass123!,Student2500235,2,1,2025-03-01,M,전라북도 부안군 변산면 해수욕장길 12,4,False,109290137,1
2500649,TempPass123!,Student2500649,2,1,2025-03-01,M,전라북도 장수군 장수읍 약수로 31,5,False,106151229,1
2500459,TempPass123!,Student2500459,2,1,2025-03-01,M,인천광역시 연수구 송도동,6,False,104035864,1
2500295,TempPass123!,Student2500295,2,1,2025-03-01,M,대전광역시 유성구 대학로 99,7,False,108273163,1
2500116,TempPass123!,Student2500116,2,1,2025-03-01,M,충청남도 청양군 청양읍 청양로 9,8,False,104041508,1
2500300,TempPass123!,Student2500300,2,1,2025-03-01,M,전라북도 완주군 구천면 완주로 88,9,False,108771928,1
2500007,TempPass123!,Student2500007,2,1,2025-03-01,F,전라북도 남원시 금동로 5,10,False,101519092,1
2500565,TempPass123!,Student2500565,2,1,2025-03-01,F,광주광역시 북구 효천로 101,11,False,109397571,1
2500969,TempPass123!,Student2500969,2,1,2025-03-01,F,전라북도 순창군 순창읍 원리로 27,12,False,105016456,1
2500243,TempPass123!,Student2500243,2,1,2025-03-01,M,전라북도 고창군 심원면 고창로 9,13,False,106085293,1
2500972,TempPass123!,Student2500972,2,1,2025-03-01,M,전라북도 서천군 마량면 해양로 7,14,False,107732939,1
2500542,TempPass123!,Student2500542,2,1,2025-03-01,F,서울특별시 종로구 세종로 1,15,False,105561401,1
2500341,TempPass123!,Student2500341,2,1,2025-03-01,M,대전광역시 유성구 대학로 99,16,False,103635002,1
2500104,TempPass123!,Student2500104,2,1,2025-03-01,M,충청남도 금산군 금산읍 금산로 16,17,False,101039224,1
2500563,TempPass123!,Student2500563,2,1,2025-03-01,M,전라북도 장수군 장수읍 약수로 31,18,False,106020568,1
2500471,TempPass123!,Student2500471,2,1,2025-03-01,M,충청남도 보령시 대천4동 해수욕장로 8,19,False,105274877,1
2500435,TempPass123!,Student2500435,2,1,2025-03-01,M,전라북도 군산시 대학로 120,20,False,105693929,1
2500105,TempPass123!,Student2500105,2,1,2025-03-01,M,충청남도 금산군 금산읍 금산로 16,21,False,104281787,1
2500836,TempPass123!,Student2500836,2,1,2025-03-01,F,전라북도 무주군 무주읍 태권대로 18,22,False,106293048,1
2500335,TempPass123!,Student2500335,2,1,2025-03-01,F,전라북도 부안군 변산면 해수욕장길 12,23,False,106789544,1
2500090,TempPass123!,Student2500090,2,1,2025-03-01,M,충청남도 공주시 금성동 공주로 21,24,False,104067356,1
2500847,TempPass123!,Student2500847,2,1,2025-03-01,M,전라북도 김제시 검산동 3길 5,25,False,106487593,1
2500078,TempPass123!,Student2500078,2,1,2025-03-01,F,충청남도 논산시 강경읍 논산로 14,26,False,109124504,1
2500424,TempPass123!,Student2500424,2,1,2025-03-01,F,전라북도 군산시 대학로 120,27,False,109868703,1
2500032,TempPass123!,Student2500032,2,1,2025-03-01,M,충청남도 공주시 금성동 공주로 21,28,False,104479906,1
2500168,TempPass123!,Student2500168,2,1,2025-03-01,F,인천광역시 연수구 송도동,29,False,102681594,1
2500537,TempPass123!,Student2500537,2,1,2025-03-01,M,대전광역시 유성구 대학로 99,30,False,106557910,1
2500028,TempPass123!,Student2500028,2,1,2025-03-01,F,부산광역시 해운대구 우동 1408,31,False,105092766,1
2500462,TempPass123!,Student2500462,2,1,2025-03-01,M,충청남도 공주시 금성동 공주로 21,32,False,108960371,1
2500982,TempPass123!,Student2500982,2,1,2025-03-01,M,전라북도 남원시 금동로 5,33,False,101605105,1
2500407,TempPass123!,Student2500407,2,1,2025-03-01,M,전라북도 순창군 순창읍 원리로 27,34,False,109787044,1
2500130,TempPass123!,Student2500130,2,1,2025-03-01,M,전라북도 고창군 심원면 고창로 9,35,False,102535833,1
2500605,TempPass123!,Student2500605,2,1,2025-03-01,F,전라북도 남원시 금동로 5,36,False,101463011,1
2500994,TempPass123!,Student2500994,2,1,2025-03-01,M,서울특별시 종로구 세종로 1,37,False,102457973,1
2500493,TempPass123!,Student2500493,2,1,2025-03-01,M,전라북도 무주군 무주읍 태권대로 18,38,False,103446082,1
2500830,TempPass123!,Student2500830,2,1,2025-03-01,M,충청남도 계룡시 엄사면 충청대로 33,39,False,108805314,1
2500568,TempPass123!,Student2500568,2,1,2025-03-01,F,충청남도 계룡시 엄사면 충청대로 33,40,False,101088248,1
2500216,TempPass123!,Student2500216,2,1,2025-03-01,M,충청남도 청양군 청양읍 청양로 9,41,False,109327297,1
2500058,TempPass123!,Student2500058,2,1,2025-03-01,M,전라북도 서천군 마량면 해양로 7,42,False,108406339,1
2500815,TempPass123!,Student2500815,2,1,2025-03-01,F,전라북도 고창군 심원면 고창로 9,43,False,108347234,1
2500798,TempPass123!,Student2500798,2,1,2025-03-01,F,서울특별시 종로구 세종로 1,44,False,109056028,1
2500927,TempPass123!,Student2500927,2,1,2025-03-01,M,광주광역시 북구 효천로 101,45,False,102827698,1
2500660,TempPass123!,Student2500660,2,1,2025-03-01,M,충청남도 부여군 부여읍 관북리 45,46,False,106000629,1
2500731,TempPass123!,Student2500731,2,1,2025-03-01,F,전라북도 완주군 구천면 완주로 88,47,False,103096374,1
2500938,TempPass123!,Student2500938,2,1,2025-03-01,M,충청남도 부여군 부여읍 관북리 45,48,False,103017952,1
2500640,TempPass123!,Student2500640,2,1,2025-03-01,F,충청남도 청양군 청양읍 청양로 9,49,False,102542349,1
2500358,TempPass123!,Student2500358,2,1,2025-03-01,M,전라북도 부안군 변산면 해수욕장길 12,50,False,108841689,1
2500457,TempPass123!,Student2500457,2,1,2025-03-01,M,충청남도 부여군 부여읍 관북리 45,51,False,109506495,1
2500583,TempPass123!,Student2500583,2,1,2025-03-01,M,전라북도 완주군 구천면 완주로 88,52,False,109293180,1
2500155,TempPass123!,Student2500155,2,1,2025-03-01,F,전라북도 장수군 장수읍 약수로 31,53,False,108117952,1
2500623,TempPass123!,Student2500623,2,1,2025-03-01,M,전라북도 고창군 심원면 고창로 9,1,False,101721027,1
2500426,TempPass123!,Student2500426,2,1,2025-03-01,M,인천광역시 연수구 송도동,2,False,108861447,1
2500062,TempPass123!,Student2500062,2,1,2025-03-01,M,대구광역시 중구 동성로 5,3,False,104271126,1
2500693,TempPass123!,Student2500693,2,1,2025-03-01,F,전라북도 정읍시 칠보면 정읍로 33,4,False,106745223,1
2500191,TempPass123!,Student2500191,2,1,2025-03-01,M,전라북도 서천군 마량면 해양로 7,5,False,101356796,1
2500206,TempPass123!,Student2500206,2,1,2025-03-01,F,전라북도 완주군 구천면 완주로 88,6,False,106304907,1
2500628,TempPass123!,Student2500628,2,1,2025-03-01,M,대전광역시 유성구 대학로 99,7,False,109289101,1
2500410,TempPass123!,Student2500410,2,1,2025-03-01,M,전라북도 무주군 무주읍 태권대로 18,8,False,106863093,1
2500094,TempPass123!,Student2500094,2,1,2025-03-01,M,서울특별시 종로구 세종로 1,9,False,104411622,1
